"report-file-0"
"Iteration" "drag etc.."
("Iteration" "drag" "lift")
138 0.1644204643677477 -0.6896219440814561
139 0.1569937122252741 -0.6743929287705105
140 0.1496549346041421 -0.6596864674230281
141 0.1424337919283915 -0.6455193465405981
142 0.1353665069687817 -0.6319409933161518
143 0.1284884726972556 -0.6189956888180883
144 0.1218195332923002 -0.6066868079705283
145 0.1153943141303707 -0.5950541252327894
146 0.1092421798230375 -0.5841236879662967
147 0.1033867169868975 -0.5739086986200913
148 0.09784468761777983 -0.5644170021075671
149 0.09264927621441281 -0.5556674312914529
150 0.08781936435101637 -0.5476682609611079
151 0.08336640889380767 -0.5404089647798931
152 0.07930682264575943 -0.5338911052442332
153 0.07565240467939544 -0.5281135657912761
154 0.07241837371497539 -0.5230801935218157
155 0.06960719362475167 -0.5187632091386349
156 0.06722835311489611 -0.515151525873032
157 0.06527823307550106 -0.5122268785640209
158 0.06375699795654055 -0.5099655571441836
159 0.06266576769099438 -0.5083645727761019
160 0.06199831804278567 -0.5074024608391179
161 0.06174791364470203 -0.5070502534592595
162 0.06190651392607339 -0.5073018396939441
163 0.06245760949904571 -0.5081260727209945
164 0.06339448201806963 -0.5095131265106543
165 0.06470105827132291 -0.5114410097818679
166 0.06636284411560152 -0.5138909726029671
167 0.06836310558607806 -0.5168478804361597
168 0.07068437288833006 -0.5202950751311291
169 0.07330772140795767 -0.5242162468476147
170 0.07621417591294956 -0.5285966173388994
171 0.07938553765504038 -0.5334249143783957
172 0.08279965457505362 -0.5386836653346023
173 0.08643705703795523 -0.5443697513826127
174 0.09027730553787773 -0.5504666103554904
175 0.09430026263446996 -0.5569617717890059
176 0.09848762713826026 -0.5638458689728404
177 0.1028187520639353 -0.5711125081041429
178 0.1072723760845958 -0.5787504227103237
179 0.1118386812294357 -0.5867653941405495
180 0.1164897804458029 -0.595122597849221
181 0.1212148491300653 -0.6038353203819794
182 0.1259999945437159 -0.6129011852593972
183 0.130829435000247 -0.6223125290420392
184 0.1356905799031501 -0.6320659762078884
185 0.1405714037941171 -0.642156058221145
186 0.1454596516174153 -0.6525791328990181
187 0.1503426050753658 -0.6633201724835963
188 0.1552068160336257 -0.6743626177456765
189 0.1600471033553502 -0.6857024059790319
190 0.1648537953188292 -0.6973300000565894
191 0.1696213593879952 -0.7092333737049108
192 0.1743398059354645 -0.721391846186204
193 0.179001109460795 -0.7337861595514978
194 0.1835990330477034 -0.7463987658524937
195 0.1881260879395594 -0.7592050397417808
196 0.1925743685424473 -0.7721764078793725
197 0.1969405233590939 -0.7852960508949216
198 0.2012182605839785 -0.7985327131457701
199 0.2054012176192054 -0.8118516702382362
200 0.2095044722431621 -0.8252720122428457
201 0.2135100093844561 -0.8387266732219305
202 0.2174028230795257 -0.8521624548979957
203 0.2211730133672912 -0.8655320879077909
204 0.224822712406439 -0.878815867198304
205 0.2283446771173387 -0.8919687644205806
206 0.2317173339168318 -0.9049089259999449
207 0.2349550498939522 -0.9176400121435363
208 0.2380528167353738 -0.9301197782908416
209 0.241001753206687 -0.9422981087195574
210 0.2438127010244279 -0.9541720409660995
211 0.2464718882156035 -0.9656730328893856
212 0.2489746968422478 -0.9767609252370612
213 0.2513182684947091 -0.9873969253574676
214 0.2534997970633933 -0.9975467452855741
215 0.2555125532649056 -1.007165210524528
216 0.2573594246188494 -1.016231109803788
217 0.2590345779595453 -1.024707183734638
218 0.2605388272066606 -1.032563021825117
219 0.2618692572339681 -1.039779426141872
220 0.2630211130400566 -1.046322133832496
221 0.2639939806006125 -1.052171925164683
222 0.2647783253390666 -1.057293896442634
223 0.2653847995976943 -1.061694269517536
224 0.2658115400265861 -1.065359017806878
225 0.2660594897145645 -1.06827872869776
226 0.2661304914934792 -1.070450256480058
227 0.2660245447720774 -1.071869411814259
228 0.265740766063257 -1.072530231606066
229 0.2652837098860106 -1.072443176897738
230 0.2646555709457406 -1.071617977692087
231 0.2638614633986264 -1.070072058281767
232 0.2629032699151765 -1.067816629658746
233 0.2617844563778563 -1.064869811113643
234 0.2605095076113206 -1.061253812953303
235 0.2590825533041615 -1.056990076205258
236 0.2575074815764095 -1.052103142369853
237 0.2557927622698645 -1.046635373038608
238 0.2539440918899439 -1.040611332446337
239 0.2519613638092698 -1.034043926634892
240 0.2498590808151223 -1.026994074657522
241 0.2476453543042747 -1.019500887020373
242 0.2453265923096911 -1.011599868269002
243 0.2429164899417975 -1.003342007554524
244 0.2404214056461712 -0.9947675284655536
245 0.2378524207813106 -0.9859254977474121
246 0.2352204516001595 -0.9768630921175067
247 0.2325340445352256 -0.9676222853466555
248 0.2298053949309128 -0.9582538456175812
249 0.2270449615010264 -0.9488030386271473
250 0.2242653923920748 -0.9393206098005632
251 0.2214794253179398 -0.9298559164949882
252 0.218698295785202 -0.9204532399175779
253 0.215934037089209 -0.9111587213770143
254 0.2131986507516085 -0.902019730434898
255 0.2105099610489433 -0.8930943286274041
256 0.2078733021124315 -0.8844137681166772
257 0.2053060541450373 -0.876027948722422
258 0.2028156195165269 -0.8679696343851702
259 0.2004139006053294 -0.8602768097170173
260 0.1981113836230635 -0.8529850985548169
261 0.1959224514306676 -0.8461370152967906
262 0.1938605704156721 -0.8397692790778749
263 0.1919347965071415 -0.8339123997862578
264 0.1901564237667044 -0.8285969839330371
265 0.1885363213899157 -0.8238530277393276
266 0.18708334488925 -0.8197047917864899
267 0.1858082059228789 -0.8161775253946696
268 0.1847191321515536 -0.8132909481982684
269 0.1838242906781631 -0.8110609119232967
270 0.1831314134279169 -0.8095039517129949
271 0.1826478119796623 -0.8086305648867644
272 0.1823794410075987 -0.8084504104812079
273 0.1823309436649434 -0.8089674767154765
274 0.1825081194894682 -0.8101891907096156
275 0.1829126975573601 -0.8121126384111616
276 0.183547753077683 -0.8147355440399658
277 0.1844142527750785 -0.8180516119585224
278 0.1855124158997288 -0.8220507974361788
279 0.1868416693049146 -0.8267215832719415
280 0.1884014739793782 -0.8320532381375619
281 0.1901882879691804 -0.8380240665865913
282 0.1921972726586952 -0.8446114424896798
283 0.1944245511378817 -0.8517950420426753
284 0.1968644891070605 -0.8595492985329994
285 0.1995090655598695 -0.8678426557981062
286 0.2023500035634362 -0.8766450897706849
287 0.205379327521804 -0.8859253741280667
288 0.2085876074558121 -0.8956483171742588
289 0.211964771622485 -0.9057798636488634
290 0.2154979135260937 -0.9162799886866312
291 0.2191751156947238 -0.9271101315172224
292 0.2229852835334289 -0.9382327997932453
293 0.2269125982593329 -0.9496036336269866
294 0.2309420332012176 -0.961178761595736
295 0.235059544903379 -0.9729184728778608
296 0.2392487345946145 -0.9847781237654707
297 0.243492786443563 -0.9967109059507679
298 0.24778059049174 -1.008676883302013
299 0.252086186669696 -1.020623430112967
300 0.2564071629172528 -1.032530844910323
301 0.2607058606939318 -1.044320091815564
302 0.2649735471283065 -1.055963055669334
303 0.2691940183464223 -1.067420764681574
304 0.2733554205435798 -1.078663679838077
305 0.2774323969881775 -1.089632053233377
306 0.281409471592375 -1.100291566598476
307 0.2852701790755562 -1.110605447798573
308 0.2889911912669839 -1.120521360203716
309 0.292563658721773 -1.130021052238287
310 0.2959724901644458 -1.139072477222141
311 0.2992048357091777 -1.147650582661548
312 0.3022469839666201 -1.155725050060772
313 0.3050835814143257 -1.163265689755493
314 0.3077060008959704 -1.170258811744743
315 0.3101048646885969 -1.176687159748462
316 0.3122638367861438 -1.182523350128763
317 0.3141814686738791 -1.187761951420162
318 0.3158536202419341 -1.192398669947494
319 0.3172721446466691 -1.196421163866331
320 0.3184334975596279 -1.199826124629569
321 0.3193346285933535 -1.202610879030468
322 0.3199739682141784 -1.204776522529737
323 0.320349952032614 -1.206324211046372
324 0.3204667137243037 -1.207266798325358
325 0.3203261848429416 -1.207614036811161
326 0.3199325415858928 -1.207380853224415
327 0.3192919585157084 -1.206583894991179
328 0.3184089940118104 -1.205237519450958
329 0.3172932942157568 -1.203365853058688
330 0.3159547204069202 -1.200993480239718
331 0.3144036722028106 -1.198146836971195
332 0.3126537977935949 -1.194853309079967
333 0.3107166375421656 -1.191147981198252
334 0.3086091595355028 -1.187072757544719
335 0.3063428549214983 -1.182653204986404
336 0.3039347888123828 -1.177926835165278
337 0.3014016966114899 -1.172934323370639
338 0.298754720150314 -1.167703049855404
339 0.29601606283171 -1.162280655087515
340 0.2932014515797813 -1.156699984021363
341 0.2903484527271469 -1.151049762298129
342 0.2874626163774746 -1.145337217782938
343 0.2845629548367936 -1.13960507433199
344 0.2816694902371886 -1.133898795043996
345 0.2787984791299374 -1.128250468987913
346 0.2759701073288784 -1.122705603109445
347 0.2732020380430307 -1.117301968516249
348 0.2705130795438433 -1.112077390340946
349 0.2679203419680492 -1.107071095409454
350 0.2654400659835561 -1.102317717028679
351 0.26308483570229 -1.097844442014037
352 0.2608585245809958 -1.093653447119979
353 0.2587943450659453 -1.089821498018269
354 0.256905178047502 -1.086376607460237
355 0.2551993659631971 -1.08333415127594
356 0.2536870890213527 -1.080712662742861
357 0.2523765616359852 -1.078528294579899
358 0.2512746458377375 -1.076792841865491
359 0.250385518479512 -1.075514292370392
360 0.2497144684062483 -1.074697552157787
361 0.2492650577290315 -1.074350930741626
362 0.2490408977960491 -1.074481458490088
363 0.2490377266292127 -1.075074125511386
364 0.2492613948411719 -1.076146563560614
365 0.249706881569474 -1.077684439534097
366 0.250368755638563 -1.07967244938766
367 0.2512380896132917 -1.082088936514469
368 0.2523075093702245 -1.084915267572514
369 0.2535661560122116 -1.088125402032397
370 0.2550052811651759 -1.091699451315597
371 0.2566155035653064 -1.095616061846211
372 0.2583828643762851 -1.099842033188048
373 0.260290468688631 -1.104344005587346
374 0.2623276507020831 -1.109093108092558
375 0.2644814442053827 -1.114062036499256
376 0.2667316814201132 -1.119205909366653
377 0.2690606970183219 -1.1244841034031
378 0.2714548637820555 -1.129867418263986
379 0.2738920705155118 -1.135306262967093
380 0.2763633583426614 -1.140786122567577
381 0.2788484608655124 -1.146263207750337
382 0.281333131565559 -1.151706875403739
383 0.2838017421858392 -1.157087038582232
384 0.2862396530123763 -1.162371314960751
385 0.2886320380578666 -1.16753214263988
386 0.2909639143664336 -1.172542028375827
387 0.293228886921137 -1.177392754471004
388 0.2954114490906851 -1.182053092754261
389 0.2974895502346496 -1.186476901069051
390 0.2994598380908302 -1.190660323123453
391 0.3013130775669707 -1.194588897832571
392 0.3030391240804622 -1.198246452245893
393 0.3046290885292733 -1.201618171075174
394 0.3060781286667 -1.204700772995391
395 0.3073782260783295 -1.207481230712757
396 0.3085328827047649 -1.209969112217456
397 0.3095436945967911 -1.212172689130187
398 0.3104063855478783 -1.214090687094265
399 0.3111237401964835 -1.215735417708296
400 0.3116959289798708 -1.217111601691532
401 0.3121292418969527 -1.218237637413047
402 0.3124298338705939 -1.219132900357284
403 0.3126027527208223 -1.219811551789038
404 0.312657019121651 -1.220299221198898
405 0.3126013372490831 -1.220619157209327
406 0.3124430671916363 -1.220791323087931
407 0.3121926947406435 -1.220843351831682
408 0.3118611531446814 -1.220799217970308
409 0.3114595107857501 -1.220686971818016
410 0.3109988607379082 -1.220533965452182
411 0.3104913590104946 -1.220368664855059
412 0.3099487164044025 -1.220219928214416
413 0.3093827730822402 -1.22011176391155
414 0.3088043277827905 -1.220067591629265
415 0.3082236819259861 -1.220107764886793
416 0.3076524600641607 -1.220257615545872
417 0.3071018691688881 -1.220539989043783
418 0.3065821468044087 -1.220976128149062
419 0.3061020234657141 -1.221581471468492
420 0.3056702494380447 -1.222369307346049
421 0.3052966246747011 -1.223359041641482
422 0.3049903114181591 -1.224565856101466
423 0.304753197683581 -1.225987811536595
424 0.3045884209398412 -1.227628602277501
425 0.3045025745967135 -1.229493326182936
426 0.3044989214667912 -1.231582387363397
427 0.3045805268139388 -1.23389513694548
428 0.3047501142487385 -1.236430664917804
429 0.3050078038120964 -1.239181525936948
430 0.3053509590506428 -1.242133438706308
431 0.3057820986671886 -1.245283301427836
432 0.3062965327447758 -1.248612616848309
433 0.3068917622487599 -1.252109275177781
434 0.3075631391678377 -1.255755691385899
435 0.3083059954454998 -1.259533260697417
436 0.3091147676614311 -1.263422635595805
437 0.309983536204964 -1.267400829077785
438 0.3109063626199282 -1.271446848356854
439 0.3118755018260493 -1.275537109591086
440 0.3128835114796262 -1.279647784970854
441 0.3139237239974325 -1.283756798902564
442 0.3149874846038338 -1.287839616709977
443 0.3160658053670682 -1.291870068212519
444 0.3171507474159319 -1.295823724653353
445 0.3182351427804022 -1.299681831491816
446 0.3193104907732626 -1.303422232466431
447 0.3203691638122643 -1.307024311360017
448 0.3214008453610396 -1.31046499851259
449 0.3224011859876158 -1.31372994279001
450 0.3233640529342893 -1.316803005230538
451 0.3242842153899521 -1.319674406163595
452 0.3251531094897115 -1.322323317663508
453 0.3259704171400197 -1.324751641236592
454 0.3267251763586778 -1.326934121697087
455 0.3274130369632116 -1.328864162323471
456 0.3280309559928968 -1.33053564287131
457 0.3285756746405307 -1.331946476769346
458 0.3290445943636295 -1.33309601559309
459 0.3294369906708315 -1.333986986729606
460 0.3297497267932703 -1.334618642309853
461 0.3299827656496047 -1.334994846632883
462 0.3301357637227805 -1.335121144770151
463 0.3302091681041992 -1.33500501248833
464 0.3302040942166721 -1.334656433794658
465 0.3301229617236358 -1.33408703561065
466 0.3299676531230153 -1.333307636995134
467 0.3297418062053666 -1.332334868792653
468 0.3294497406011566 -1.331183430441057
469 0.3290939737139902 -1.329869651115687
470 0.3286799353641579 -1.328412526129309
471 0.328213240766713 -1.326831360518178
472 0.3276981692113696 -1.325144776364446
473 0.3271410509029463 -1.323372112731384
474 0.3265474695148911 -1.321531878906013
475 0.3259244795248899 -1.319646012802922
476 0.3252758565823634 -1.317731285654653
477 0.3246077051565643 -1.315808183226112
478 0.3239259407146927 -1.313894932603382
479 0.3232372221387701 -1.312011391771497
480 0.3225470013236033 -1.310174746470547
481 0.3218612341191626 -1.308403950932714
482 0.3211844521769108 -1.306714429268334
483 0.3205215752259323 -1.305120816650535
484 0.319877533732691 -1.30363895193668
485 0.3192568443109576 -1.302279603341204
486 0.3186639012599686 -1.301053919488945
487 0.3180964068970414 -1.299959391603093
488 0.3175688083972137 -1.299029939556178
489 0.3170805974341438 -1.298265402733102
490 0.3166337250774286 -1.2976698441476
491 0.3162309102189764 -1.2972495754143
492 0.3158744359368139 -1.297006412844589
493 0.315566508467872 -1.296946559566071
494 0.3153080512244557 -1.297070122227062
495 0.3150993058528942 -1.2973763403229
496 0.3149407572424487 -1.29786438584111
497 0.3148328715688251 -1.298530513277764
498 0.3147754274634203 -1.299370616469292
499 0.3147682310401233 -1.300381005764476
500 0.314810686445167 -1.301556653631632
501 0.3149015152634885 -1.302890372578515
502 0.3150398669253866 -1.304375472962159
503 0.3152242085030397 -1.306004401968052
504 0.3154568953981931 -1.307772388910268
505 0.3157311443754877 -1.309665024097432
506 0.3160447592867952 -1.311673035390073
507 0.3163934541318549 -1.313781983044867
508 0.3167763197000307 -1.315985819140336
509 0.3171924204578981 -1.318276389049317
510 0.3176377595878174 -1.320639134444355
511 0.3181095730401204 -1.323063395494921
512 0.3186060732256906 -1.325539763208766
513 0.319124797535526 -1.328058224471862
514 0.31966306639374 -1.330608287898027
515 0.3202191298356643 -1.333181568704048
516 0.3207913267875998 -1.335767522094176
517 0.3213774493187705 -1.338359870976493
518 0.3219748991890325 -1.340949254379797
519 0.3225821925120982 -1.343529463095493
520 0.3231964101689766 -1.346092097537521
521 0.3238162059599605 -1.348629970863919
522 0.3244407928582285 -1.351137206902169
523 0.325067093526168 -1.353606888862377
524 0.3256942673964175 -1.356034600963788
525 0.326320592010219 -1.35841479841775
526 0.3269451104732646 -1.360744977808453
527 0.3275677374847908 -1.363024168743988
528 0.3281868686710266 -1.365245893696281
529 0.3288014962220119 -1.367410055669585
530 0.3294088409582198 -1.369510964137338
531 0.3300123817196201 -1.371557681812331
532 0.3306085170260348 -1.373543613670276
533 0.3311974327650121 -1.375467790802034
534 0.3317765267952462 -1.377326549190186
535 0.3323482760458048 -1.379125767285472
536 0.3329125982564594 -1.380866814779048
537 0.3334690447807181 -1.382551266765988
538 0.3340184415803198 -1.384182845489439
539 0.3345609292421951 -1.385764252159139
540 0.335096711542491 -1.387295315731717
541 0.3356254248323985 -1.388779429860893
542 0.3361469845305464 -1.390220693218511
543 0.3366626766556357 -1.39162411017372
544 0.3371709472079646 -1.392990134737734
545 0.3376718287324588 -1.394319729306377
546 0.3381656334724219 -1.395615769087301
547 0.3386524210848036 -1.396881770303851
548 0.3391313173591045 -1.398118140526239
549 0.3396029744516323 -1.399328600512925
550 0.340066743070619 -1.400514910644912
551 0.3405226889537144 -1.401679455253158
552 0.3409708626108131 -1.402822996798087
553 0.3414115445931327 -1.403950498113858
554 0.3418438087078858 -1.405062330836147
555 0.3422673547155974 -1.406160426730024
556 0.342681319063564 -1.407245182791997
557 0.3430857759191677 -1.408317184852721
558 0.3434795936928473 -1.409375553050811
559 0.3438630258521703 -1.410422054090445
560 0.3442359866205999 -1.41145780002608
561 0.3445974780330529 -1.412482297791747
562 0.3449482576242027 -1.413496784313413
563 0.3452856498722901 -1.414498614280416
564 0.345608818296824 -1.415485434185681
565 0.3459176364729519 -1.41645775868207
566 0.3462117752698115 -1.41741632862433
567 0.3464902720173681 -1.418358688136257
568 0.3467532506528566 -1.419286004737596
569 0.3469991677330089 -1.420194162946842
570 0.3472276930585271 -1.421081740051423
571 0.3474383927653479 -1.421947337817041
572 0.3476310752395238 -1.422790877960935
573 0.347805560382367 -1.423612114529489
574 0.3479612286742304 -1.424408345732616
575 0.3480981044409393 -1.425179432762485
576 0.3482163413006744 -1.425921795013863
577 0.3483159074855129 -1.42663671648402
578 0.3483959880062521 -1.427321659484162
579 0.3484569056089578 -1.427976483604712
580 0.3484988951385937 -1.428602371091466
581 0.3485223069583527 -1.429196691254913
582 0.3485277286688931 -1.429759270429605
583 0.348515349296971 -1.430289377579145
584 0.3484856915245497 -1.430787024769538
585 0.3484397499179252 -1.431252576652126
586 0.3483783005576454 -1.43168706422305
587 0.3483018927651745 -1.432090134307427
588 0.3482121800240485 -1.432462430372462
589 0.3481103881074311 -1.432806332568283
590 0.3479971146515902 -1.433122527699973
591 0.3478743271048623 -1.433414265542572
592 0.3477432022997338 -1.433682310411618
593 0.3476053054003309 -1.433929615920146
594 0.3474618662289207 -1.434156992268569
595 0.3473152729578768 -1.434368420560188
596 0.3471665905799508 -1.434565621262405
597 0.3470181805653326 -1.434755170201842
598 0.3468708345786419 -1.434935741534466
599 0.3467265967179024 -1.435110721093847
600 0.3465874832940744 -1.435281192384028
601 0.3464554421831573 -1.435453083535247
602 0.3463321414169585 -1.435630191194731
603 0.3462176753555339 -1.435812096992139
604 0.3461154540417973 -1.436007933791226
605 0.3460264253643066 -1.436215564497398
606 0.3459529255718728 -1.436440537310787
607 0.3458963853657308 -1.436685461447381
608 0.3458582886537071 -1.436954317450737
609 0.3458404361205888 -1.437250488583898
610 0.3458443467869478 -1.437577212284851
611 0.345870895365314 -1.437936880555067
612 0.3459215686779569 -1.438330460562164
613 0.3459983253014479 -1.438764401684888
614 0.3461002448881058 -1.439236619099557
615 0.3462291123473532 -1.439752026281005
616 0.3463849971005005 -1.440313262201416
617 0.3465680210424776 -1.440918865642599
618 0.3467802840940427 -1.441574091958088
619 0.3470211047701582 -1.442277750745199
620 0.3472910081428844 -1.443030855804765
621 0.3475902701105939 -1.443835558530805
622 0.3479190359483247 -1.444692098436253
623 0.3482769962032716 -1.445601588662415
624 0.3486653681997545 -1.446564837606398
625 0.3490823231500311 -1.447579786232527
626 0.3495275012384106 -1.44864729773111
627 0.3499994430131048 -1.449764826972184
628 0.3504973032065889 -1.45093268007368
629 0.351019942428318 -1.45214682084261
630 0.3515666102900448 -1.453405491552667
631 0.3521363688140951 -1.454707909334357
632 0.3527280304918527 -1.456051777172955
633 0.3533386266551323 -1.457432434592593
634 0.3539680024994862 -1.458849947141157
635 0.3546146197259995 -1.46030176599944
636 0.3552779590954056 -1.461784544075871
637 0.3559557939148286 -1.463296938405266
638 0.3566458145745039 -1.464834410500463
639 0.3573469854293234 -1.466398368613513
640 0.3580559792121112 -1.467979834209491
641 0.3587713910554058 -1.469574953855173
642 0.3594898537627045 -1.471173252115145
643 0.3602120272226395 -1.472784082633138
644 0.3609345509927426 -1.474396793186958
645 0.3616557272123231 -1.476008474431904
646 0.3623733956208384 -1.477613079198863
647 0.3630855371738906 -1.479209046474801
648 0.3637906168775392 -1.480790159300418
649 0.3644868953508593 -1.482356353734855
650 0.3651724739740717 -1.483903819523323
651 0.3658453007389659 -1.48542866726666
652 0.3665013581948549 -1.48692304351518
653 0.3671417165788655 -1.488388134598134
654 0.367764944581582 -1.489820400187063
655 0.368369392030251 -1.49121690915772
656 0.3689541020783126 -1.492575513115804
657 0.3695177613930141 -1.493893435750157
658 0.3700595539748595 -1.495167971043499
659 0.3705778443031869 -1.496395670844829
660 0.3710728622182982 -1.497575098025162
661 0.3715427802621381 -1.498702751392759
662 0.3719875864387757 -1.499780530882022
663 0.3724065224981212 -1.50080651728926
664 0.3727990237623861 -1.501780254239369
665 0.373164892123168 -1.502699293567808
666 0.3735053230649462 -1.503565728139926
667 0.3738190588641743 -1.504377375134443
668 0.3741054726852641 -1.505132190937943
669 0.3743661590579394 -1.505832281710995
670 0.3746020477203667 -1.506479606975862
671 0.3748139436110594 -1.507076025510117
672 0.3750021677714794 -1.507619543895094
673 0.3751677920748963 -1.508113598461694
674 0.3753120872039572 -1.508562139615175
675 0.3754352573744205 -1.508963977109056
676 0.3755386079423031 -1.509322363172013
677 0.3756224396687246 -1.509636410342496
678 0.3756884066358421 -1.509906003170804
679 0.3757388353736831 -1.510137925323996
680 0.3757759504199171 -1.510336175026365
681 0.3758004886370805 -1.510502596856223
682 0.3758139222368848 -1.510638787477958
683 0.3758178088082693 -1.51074832107213
684 0.3758148434292902 -1.510834162765213
685 0.375806190161711 -1.510900160046899
686 0.3757936075022909 -1.510949837902171
687 0.3757784929536602 -1.510985533137421
688 0.3757626143664141 -1.511011708299922
