"report-file-0"
"Iteration" "drag_NACA4412_AOA-11.5_journal etc.."
("Iteration" "drag_NACA4412_AOA-11.5_journal" "lift_NACA4412_AOA-11.5_journal")
1 1.756559116601925 -2.253579780721591
2 2.172019901903669 -3.376406243356729
3 2.45921268956425 -4.211979518687322
4 2.552968912348117 -4.663696547764087
5 2.513178197706449 -4.817204123265999
6 2.370451494574062 -4.728712256188729
7 2.1326316349273 -4.435625743894596
8 1.837062371694521 -4.020171171923626
9 1.534133359661776 -3.570259781966489
10 1.266768770739624 -3.149037718964881
11 1.044206098446442 -2.780474962447733
12 0.8526013703896054 -2.439077597848213
13 0.6800872232565971 -2.106836222005512
14 0.5260113747222556 -1.784150143551368
15 0.3919591017817308 -1.478660219802932
16 0.2780458057883735 -1.192039266193843
17 0.1832845389488248 -0.9252702495092107
18 0.1061356159259677 -0.6802217898791154
19 0.04399683333813298 -0.4579643827256432
20 -0.004538368777347727 -0.2595655789336498
21 -0.04136883861954063 -0.08491587315060098
22 -0.06853543243231844 0.06806881692247514
23 -0.08768250526681058 0.1997793265176686
24 -0.0999848245514004 0.3116011088616127
25 -0.1066799815580646 0.4046463513415909
26 -0.1089089987411366 0.4805927068058379
27 -0.1075905546722495 0.5405844200527037
28 -0.1034865024643182 0.5861098545811694
29 -0.09725499804591567 0.6183463332268652
30 -0.0895397052706107 0.6384650900488517
31 -0.08075982933845192 0.6474974923090164
32 -0.07124671581820323 0.6463023972252727
33 -0.06126919625122859 0.6356482419338736
34 -0.05100122612551154 0.6161816898323629
35 -0.04057133778096697 0.5885116271232987
36 -0.03006577333238347 0.553207342227004
37 -0.01952724343563531 0.5108102476989456
38 -0.00899102540890403 0.4618617448069152
39 0.001666945669716887 0.4064696398950011
40 0.01224057556991698 0.3459477251772334
41 0.02163945116494537 0.2898587096474759
42 0.03223497279985175 0.2187853416822415
43 0.04107476343385371 0.1555363082350446
44 0.04985288703010217 0.08862397156356078
45 0.0585895114312622 0.01888119438573492
46 0.06731211861596874 -0.05266178295166866
47 0.0759134782695961 -0.1250668458920793
48 0.08452650938390921 -0.1977274722690884
49 0.0930607168943447 -0.2697866275830594
50 0.101561046617226 -0.3403990661739878
51 0.1098763698476971 -0.4087704592132789
52 0.1179059629609397 -0.4738969608820194
53 0.1254583793129463 -0.5346098582268745
54 0.1325253242669639 -0.5905765516746558
55 0.1390411384915101 -0.64133875337286
56 0.1448977455402198 -0.6863577481174814
57 0.1500051551754554 -0.7252209392237805
58 0.1542901668339534 -0.75761440445675
59 0.1576680809751976 -0.7833332538279887
60 0.1600776666949431 -0.8022976367726098
61 0.1614795261977568 -0.8145173416725223
62 0.1618463445208784 -0.8200993199504484
63 0.1611977673939315 -0.8193703231421342
64 0.1595210198010796 -0.8124548016432884
65 0.1568476387699311 -0.7997250826872633
66 0.153248045480048 -0.7817124963061505
67 0.1487719651267249 -0.7588769200419534
68 0.1435027710262202 -0.7318068998103855
69 0.1375549698618417 -0.701049405903696
70 0.1310273811310462 -0.66733348890455
71 0.1240449654836051 -0.6313478618288554
72 0.1167829361350097 -0.593978797624211
73 0.109338669732603 -0.5556658409056978
74 0.1017720750402701 -0.5169475825416059
75 0.09420762088607129 -0.4784486970885197
76 0.08678576976723938 -0.4407829813033419
77 0.07969560210660386 -0.404645642407978
78 0.07287434602190063 -0.3700995374103593
79 0.06647506836070817 -0.3378410487719629
80 0.060571475091517 -0.3082111913257229
81 0.05522959403125198 -0.2815343102764699
82 0.05052003303958844 -0.2581325347379083
83 0.04646764230703949 -0.238125454619213
84 0.0430897426957615 -0.2215907108618312
85 0.04040496083872394 -0.2086008071398306
86 0.03843564758768426 -0.1992595211012918
87 0.03717871881359592 -0.1935386411634596
88 0.03660706554836992 -0.1913554291428485
89 0.03670281851641973 -0.1926046901397876
90 0.03743160632218018 -0.1971268095075774
91 0.03875068823962538 -0.2047337533671602
92 0.0406106226814161 -0.2152330537653156
93 0.04296040384997951 -0.2283553497858851
94 0.04575326663736853 -0.2438664889838931
95 0.04892316264932298 -0.2614708213568488
96 0.05241938406931071 -0.280875279471803
97 0.05621299751968566 -0.3019133519430557
98 0.06020540977582172 -0.3242091879482013
99 0.06430615409824438 -0.3473879053256631
100 0.06849023286256886 -0.3712082451332368
101 0.07271321792375611 -0.3953605642291084
102 0.07690857060412247 -0.4195852670753532
103 0.08102560541665728 -0.4436046304100255
104 0.08502136867090186 -0.4671611839171657
105 0.08885931787661422 -0.4900651139521014
106 0.09250080643416776 -0.5120384344489931
107 0.09590341118218185 -0.5328685045239781
108 0.09905029033909495 -0.5523790259625719
109 0.1019156782770931 -0.570404272473689
110 0.1044692771797204 -0.5868171530812445
111 0.1067118085098315 -0.6014849121758552
112 0.1086400831848809 -0.6143512510971453
113 0.1102310633215873 -0.6253138041724
114 0.1114768351075013 -0.6343152549211489
115 0.1123758057013553 -0.6413385381176218
116 0.1129307729573689 -0.6463872260468264
117 0.1131483419894455 -0.6494875644315552
